,state,wind_speed_knots,visibility_nm,precipitation_mmhr,wave_height_m,wind_direction_deg
2023-01-01 00:00:00,Clear,6.007984051979364,9.42070049629322,0.0,1.084276454536463,270
2023-01-01 01:00:00,Clear,2.8845928380356014,9.910041021298964,0.0,0.5704136066707864,270
2023-01-01 02:00:00,Clear,8.966289765041923,9.789548671596126,0.0,1.2280853794803397,270
2023-01-01 03:00:00,Clear,11.355571711636854,9.219863066094547,0.0,0.5760150315352499,315
2023-01-01 04:00:00,Clear,2.6135517127114825,9.352560554937865,0.0,0.692486571269324,0
2023-01-01 05:00:00,Clear,6.707680147089025,9.82032164310536,0.0,0.7618678486309731,270
2023-01-01 06:00:00,Clear,5.786171261056241,9.777662874632092,0.0,0.7847640303313389,270
2023-01-01 07:00:00,Clear,1.0258434542939059,9.429202912062223,0.0,0.4230897518010453,270
2023-01-01 08:00:00,Clear,7.1988838250763765,9.72167160794262,0.0,0.8214805449947777,315
2023-01-01 09:00:00,Clear,3.7837078268954385,9.402760469006907,0.0,0.7216000073669534,225
2023-01-01 10:00:00,Clear,2.2848427049873465,9.649871455400778,0.0,0.536150558195199,270
2023-01-01 11:00:00,Clear,4.03404977441321,9.940831547073664,0.0,0.9816758996863688,180
2023-01-01 12:00:00,Clear,7.4975121023856826,9.922328135506431,0.0,0.6676647122811288,225
2023-01-01 13:00:00,Clear,4.075022371719954,8.909630913845207,0.0,0.5435498928613348,225
2023-01-01 14:00:00,Clear,3.9766844245754744,9.253218129970346,0.0,1.2741558344538917,180
2023-01-01 15:00:00,Clear,6.767098876425364,9.845805384163269,0.0,0.5219106005583657,180
2023-01-01 16:00:00,Clear,2.4128439171011697,9.725828904694158,0.0,0.7706939517500833,270
2023-01-01 17:00:00,Rain,9.916430356683295,8.69640093567478,3.2761106689621746,0.8936474193862622,135
2023-01-01 18:00:00,Rain,17.863003465429152,9.010191434167007,1.9545108781301719,2.0644116960627996,270
2023-01-01 19:00:00,Rain,6.131714520390217,8.887398218221001,28.08609885178729,0.5760886772343833,225
2023-01-01 20:00:00,Clear,6.893045695552696,9.885096162298023,0.0,0.6547814414058278,135
2023-01-01 21:00:00,Clear,2.7034680919997482,9.762638796729886,0.0,0.541696178336129,180
2023-01-01 22:00:00,ModerateWind,12.004547359004576,9.748359210712838,0.0,1.3659375230150348,0
2023-01-01 23:00:00,ModerateWind,29.17589184872467,8.074580923708035,0.0,2.319494505757721,0
2023-01-02 00:00:00,Clear,1.7324320006558274,9.838307040482452,0.0,0.38051621195407825,270
2023-01-02 01:00:00,Clear,3.6294994842358017,9.808338111530649,0.0,0.6722141835101854,225
2023-01-02 02:00:00,Clear,2.6969020358162554,9.12152924287193,0.0,0.35081689956134693,270
2023-01-02 03:00:00,Clear,3.9096391427125172,9.509377972799097,0.0,0.5503266997321079,315
2023-01-02 04:00:00,Clear,2.1845094572427466,9.003626838578993,0.0,0.5953706169215347,225
2023-01-02 05:00:00,Clear,12.054505646083046,8.83382667986591,0.0,0.956515623317656,270
2023-01-02 06:00:00,Clear,4.63155175996796,9.928240609600111,0.0,0.9318934839332631,270
2023-01-02 07:00:00,Clear,10.777563286239221,9.778389181578582,0.0,0.5211911125140698,45
2023-01-02 08:00:00,Clear,8.409326147378296,9.80202034618559,0.0,0.44105281793493967,270
2023-01-02 09:00:00,Clear,6.838185614431571,8.015743607911531,0.0,1.0593494664286909,45
2023-01-02 10:00:00,Clear,1.5537251065505464,9.061825189266226,0.0,0.8348631707872363,225
2023-01-02 11:00:00,Clear,6.300298587032433,9.47768342196485,0.0,0.48591187162764565,270
2023-01-02 12:00:00,Fog,0.5466192096243502,0.5807424533772545,0.0,0.4259877208831826,225
2023-01-02 13:00:00,Clear,2.122990174764416,8.586227595395465,0.0,0.7431229693924812,270
2023-01-02 14:00:00,ModerateWind,23.459349310163496,9.575676518017417,0.0,1.0973621795878938,270
2023-01-02 15:00:00,Rain,10.804582230231487,8.426358727804717,11.7106514752006,1.325998879995146,315
2023-01-02 16:00:00,Rain,6.527658341857127,7.17517097321889,3.1769593022778633,1.435725317545856,315
2023-01-02 17:00:00,Rain,6.088995662345666,7.736806135462868,4.782875272298991,1.6568576725965516,180
2023-01-02 18:00:00,ModerateWind,16.78169355310952,8.824562496057185,0.0,1.1461236308497311,315
2023-01-02 19:00:00,ModerateWind,16.838440163853242,9.633238137871974,0.0,1.9047724437398965,315
2023-01-02 20:00:00,Fog,1.9804466286784888,0.6369719623443817,0.0,0.6809043035290645,270
2023-01-02 21:00:00,Clear,3.031661454074052,9.98502489908505,0.0,0.43898899397101254,270
2023-01-02 22:00:00,Clear,2.1935291814556517,9.774875099842767,0.0,0.6304484453726741,270
2023-01-02 23:00:00,Clear,0.46503939690525775,9.722067082284223,0.0,0.44625512294475794,225
2023-01-03 00:00:00,Clear,3.6921541653859298,9.542454184059245,0.0,0.6767638846719287,0
2023-01-03 01:00:00,Clear,4.343231012008909,9.881375617871713,0.0,0.9340269531218202,225
2023-01-03 02:00:00,Clear,2.4506667033992335,9.87314281199678,0.0,0.4066525134364529,135
2023-01-03 03:00:00,Clear,2.7012297816497766,9.6930941606598,0.0,0.4009405511350648,270
2023-01-03 04:00:00,Clear,2.831709231903315,9.79471926382564,0.0,0.6115240164565998,315
2023-01-03 05:00:00,Clear,4.809058258272371,9.432688811362102,0.0,0.9014266027170248,270
2023-01-03 06:00:00,Clear,4.471763025035449,8.875352204020688,0.0,1.121587857806095,0
2023-01-03 07:00:00,Clear,5.160207860009352,9.79403080314129,0.0,1.0077606607419904,225
2023-01-03 08:00:00,Clear,3.9025370621594213,9.777212576951262,0.0,0.4841131130776556,270
2023-01-03 09:00:00,Clear,11.806573013949798,9.365819742141237,0.0,0.6715481296268967,315
2023-01-03 10:00:00,Clear,3.3156114830607155,9.754300161591873,0.0,0.5174943713360852,225
2023-01-03 11:00:00,Clear,9.39973801302655,9.822832944080373,0.0,0.701691274348292,135
2023-01-03 12:00:00,Clear,5.519323699796357,8.764894241423118,0.0,0.8851557881469148,180
2023-01-03 13:00:00,Clear,8.508338062059108,9.978584601762625,0.0,0.4977006774539846,90
2023-01-03 14:00:00,Clear,0.4115233798924072,9.426314390691031,0.0,0.38479424058420214,315
2023-01-03 15:00:00,Clear,8.845332857811464,9.93524647869564,0.0,1.6767780914822923,270
2023-01-03 16:00:00,Clear,12.851028459017435,9.663766111466128,0.0,0.8190224108463635,225
2023-01-03 17:00:00,Clear,8.554105041653413,9.543446355736023,0.0,2.319651928083669,270
2023-01-03 18:00:00,Clear,2.9597053869658247,9.826301337713856,0.0,0.900676127361222,90
2023-01-03 19:00:00,Clear,1.8932869075719319,9.81431966541921,0.0,0.4677475121665734,270
2023-01-03 20:00:00,Clear,3.229969777202965,9.716996291738214,0.0,0.501261439004314,225
2023-01-03 21:00:00,Clear,0.858898946022915,9.859804705613257,0.0,0.8783023087825839,270
2023-01-03 22:00:00,Clear,2.6049043043634943,7.205884610302685,0.0,0.511895201974041,315
2023-01-03 23:00:00,Clear,2.197583477089852,9.502725309994203,0.0,0.5718711844460925,270
2023-01-04 00:00:00,ModerateWind,26.843422011320765,9.414564760185959,0.0,2.3563562315898494,0
2023-01-04 01:00:00,Rain,7.927080751862861,3.3214910608796955,5.798633879712618,0.5655646272577197,0
2023-01-04 02:00:00,Rain,5.126866007405914,5.84742208443147,1.8608204970040059,1.3210499834550495,135
2023-01-04 03:00:00,Rain,7.356376667558997,7.020555538514081,0.524935007765521,0.8776390534827824,315
2023-01-04 04:00:00,Rain,0.9697502167334955,7.916959944066182,12.601648210998004,0.6576800557539573,270
2023-01-04 05:00:00,Rain,3.6616361469258734,7.2142200819859195,4.154409722015975,0.607379463641353,270
2023-01-04 06:00:00,ModerateWind,6.0680522063403926,9.70896611826893,0.0,1.3780922572493324,180
2023-01-04 07:00:00,ModerateWind,10.770030760251805,9.302098609539666,0.0,1.9353618656505769,270
2023-01-04 08:00:00,ModerateWind,18.901794453054166,9.985556423369518,0.0,2.766570403189393,270
2023-01-04 09:00:00,Fog,1.336807829897599,0.3082680218350996,0.0,0.2910353624415835,270
2023-01-04 10:00:00,Fog,2.8247594077109475,0.32374543633347364,0.0,0.27571643243876137,315
2023-01-04 11:00:00,Fog,0.9339845963294271,0.496908329148922,0.0,0.34769265432218815,315
2023-01-04 12:00:00,Fog,2.3877989110760516,0.48016186787471854,0.0,0.5245666896383802,0
2023-01-04 13:00:00,Fog,1.7394966914234296,0.3303207505354593,0.0,0.3668057059701633,0
2023-01-04 14:00:00,Clear,3.7514156170827664,9.493560892072022,0.0,1.1299585630650577,270
2023-01-04 15:00:00,Clear,8.276091995291944,9.814529077321684,0.0,2.0124898249971683,225
2023-01-04 16:00:00,Clear,5.417308220188842,9.26689447051023,0.0,0.9625369109266844,270
2023-01-04 17:00:00,Clear,4.297967401133442,9.485882249307597,0.0,1.7604225226005967,270
2023-01-04 18:00:00,Clear,3.4938298091945694,8.904931452342396,0.0,0.37308134754994293,270
2023-01-04 19:00:00,Fog,2.4876205010673393,1.0925590131101595,0.0,1.2754089465694318,270
2023-01-04 20:00:00,Fog,2.4669777378357303,0.43577643443540787,0.0,0.3239043992378571,0
2023-01-04 21:00:00,Clear,8.116576218148074,8.671493026074604,0.0,0.5459217490953452,315
